Name,Price,Colors,Product Link
Slim Fit Cotton Turtleneck Shirt,$ 19.99,Black,https://www.hm.com/en_us/productpage.1026351001.html
Slim-Fit Dressy Joggers,$ 34.99,"Black, Gray melange, Beige, Dark gray",https://www.hm.com/en_us/productpage.1253400001.html
Slim Fit Easy-iron Shirt,$ 19.99,"Light blue/striped, White, Black, Light blue, Navy blue, Light blue, Dark beige",https://www.hm.com/en_us/productpage.1242812008.html
COOLMAX® Loose Fit T-shirt,$ 19.99,"White, Black, Sage green, Light beige, Light blue, Dark gray",https://www.hm.com/en_us/productpage.0948441003.html
Regular-Fit Canvas Shorts,$ 24.99,"Sage green, Black, Light beige",https://www.hm.com/en_us/productpage.1260536003.html
Regular Fit Chino Shorts,$ 29.99,"Black, Light beige, Navy blue",https://www.hm.com/en_us/productpage.1260544001.html
Regular Fit Linen-Blend Shorts,$ 29.99,"Dark beige, Black, Cream, Navy blue, White",https://www.hm.com/en_us/productpage.1256418003.html
Boxy Fit Washed T-shirt,$ 19.99,"Black, White, Black, Pink, White, Light beige, Light pink",https://www.hm.com/en_us/productpage.1245825014.html
Regular Fit Piqué Polo Shirt,$ 24.99,"Navy blue, Cream, Beige, Dark gray",https://www.hm.com/en_us/productpage.1254061002.html
Relaxed-Fit Lyocell Pants,$ 24.99,"Beige, Navy blue",https://www.hm.com/en_us/productpage.1274582001.html
Oversized Fit T-shirt,$ 24.99,"Black/Ice Cube, Black/Wu-Tang Clan, Black/Metallica, White/Fender, Cream/Outcast, White/Blur, White/Skateboard!, Black/Green Day",https://www.hm.com/en_us/productpage.1159823055.html
7-pack Ankle Socks,$ 12.99,"Black, White, Light gray melange, Navy blue/dark gray melange",https://www.hm.com/en_us/productpage.1145712001.html
Loose Fit Washed-Look T-Shirt,$ 17.99,"Light beige, Brown, Black",https://www.hm.com/en_us/productpage.1252154002.html
Regular-Fit Pointelle-Knit Polo Shirt,$ 39.99,"Dark beige/striped, Cream/striped, Light blue/striped",https://www.hm.com/en_us/productpage.1264932003.html
Regular Fit Textured Shirt,$ 24.99,"Khaki green, Light beige, Navy blue",https://www.hm.com/en_us/productpage.1251263003.html
Regular-Fit Linen-Blend Shirt,$ 34.99,"White, Taupe/striped, Light beige, Khaki green, Black, Navy blue",https://www.hm.com/en_us/productpage.1256945002.html
Loose Fit Sweatshirt,$ 14.99,"Dark green, Dark blue, Taupe, Black, Brown, Light beige, Light gray melange, Pink, Yellow, Sage green, Cream, Brown, Beige, Light gray melange, Light gray",https://www.hm.com/en_us/productpage.0970818065.html
Slim-Fit Fine-Knit T-Shirt,$ 24.99,"Dark beige, Black, White, Sage green",https://www.hm.com/en_us/productpage.1251427004.html
Regular-Fit Twill Overshirt,$ 34.99,"Light beige, Dark gray",https://www.hm.com/en_us/productpage.1265608001.html
Regular-Fit Canvas Shorts,$ 24.99,"Black, Sage green, Light beige",https://www.hm.com/en_us/productpage.1260536001.html
Regular Fit Piqué Polo Shirt,$ 14.99,"White, Pink, Black",https://www.hm.com/en_us/productpage.1209183002.html
Loose Jeans,$ 34.99,"Black, Pale denim blue, Dark denim blue, Dark denim blue",https://www.hm.com/en_us/productpage.1096385001.html
Oversized Fit T-Shirt,$ 29.99,"Gray melange, Vintage black, Pink, White, Red, Black, Cream",https://www.hm.com/en_us/productpage.1272340006.html
Regular-Fit Sports Shirt with DryMove™,$ 9.99,"Navy blue, Black, Black/Patterned, White",https://www.hm.com/en_us/productpage.1158136007.html
COOLMAX® Shorts,$ 24.99,"Gray melange, Black, Forest green, Brown, Light beige",https://www.hm.com/en_us/productpage.0974629016.html
Oversized Tank Top,$ 24.99,"Gray melange, Cream",https://www.hm.com/en_us/productpage.1272338002.html
Oversized Fit T-shirt,$ 24.99,"Cream/Outcast, Black/Wu-Tang Clan, Black/Metallica, White/Fender, Black/Ice Cube, White/Blur, White/Skateboard!, Black/Green Day",https://www.hm.com/en_us/productpage.1159823065.html
Regular Fit Half-Zip Sweatshirt,$ 34.99,"Light beige, Black, Cream, Navy blue",https://www.hm.com/en_us/productpage.1241739010.html
Regular-Fit Suit Pants,$ 44.99,Black,https://www.hm.com/en_us/productpage.1262464001.html
Relaxed Jeans,$ 39.99,"Cream, Orange, Dark denim blue, Navy blue, Dark brown, White, Denim blue",https://www.hm.com/en_us/productpage.1235422007.html
Loose Fit Printed T-shirt,$ 17.99,"White/George's Gas, Cream/It Might Get Loud, White/Gentlemen Syndrome, White/New York, Black/I Don't Work Here, Black/Fortuna",https://www.hm.com/en_us/productpage.1034065127.html
Loose Fit Washed Hoodie,$ 39.99,"Light beige, Black, Dark brown",https://www.hm.com/en_us/productpage.1241059003.html
Slim-Fit Tailored Pants,$ 34.99,"Navy blue, Beige, Black, Dark gray, Gray, Beige",https://www.hm.com/en_us/productpage.1253395006.html
Relaxed-Fit Cargo Shorts,$ 34.99,"Black, Cream, Pistachio green",https://www.hm.com/en_us/productpage.1260813001.html
3-pack Regular Fit Jersey Shirts,$ 34.99,"Black/dark gray/white, Black/blue/green, Light blue/brown, White/beige/brown",https://www.hm.com/en_us/productpage.0890930018.html
Slim-Fit Suit Vest,$ 34.99,"Black, Navy blue",https://www.hm.com/en_us/productpage.1255443001.html
Slim Fit T-shirt,$ 8.99,"Light sage green, Black, Light beige, Navy blue, White, Gray",https://www.hm.com/en_us/productpage.0570002189.html
Slim-Fit Tailored Pants,$ 34.99,"Dark gray, Beige, Black, Navy blue, Gray, Beige",https://www.hm.com/en_us/productpage.1253395003.html
Regular Fit Wool-Blend Shacket,$ 69.99,"Black, Beige, Navy blue",https://www.hm.com/en_us/productpage.1259569001.html
5-pack Slim Fit T-shirts,$ 44.99,"Navy blue, White/black, White, Pink/brown/green, Light blue/light purple, Dark brown, Light turquoise/dark turquoise, Green/blue/white, White/Green/Blue, White/pink/brown",https://www.hm.com/en_us/productpage.0624684048.html
Loose Fit Hoodie,$ 24.99,"Light beige, Black, Dark taupe, Navy blue, Light gray melange, Light beige, Brown, Pink, White, Green, Dark brown, Burgundy, Forest green, Pistachio green, Black",https://www.hm.com/en_us/productpage.0970819107.html
5-pack Slim Fit T-shirts,$ 44.99,"Navy blue, White/black, White, Pink/brown/green, Light blue/light purple, Dark brown, Light turquoise/dark turquoise, Green/blue/white, White/Green/Blue, White/pink/brown",https://www.hm.com/en_us/productpage.0624684048.html
Loose Fit Hoodie,$ 24.99,"Light beige, Black, Dark taupe, Navy blue, Light gray melange, Light beige, Brown, Pink, White, Green, Dark brown, Burgundy, Forest green, Pistachio green, Black",https://www.hm.com/en_us/productpage.0970819107.html
Slim-Fit Ribbed Tank Top,$ 12.99,"Cream, Black, Light brown",https://www.hm.com/en_us/productpage.1265869001.html
Loose Straight High Jeans,$ 39.99,"Blue-gray, Light denim gray, Black",https://www.hm.com/en_us/productpage.1280921003.html
Regular Fit Hooded Jacket,$ 29.99,"Black, Dark gray, Navy blue, Light gray melange",https://www.hm.com/en_us/productpage.0852614001.html
Loose-Fit Sports Tank Top with DryMove™,$ 17.99,"Gray melange/Dopamine Rush, Black/Track Club",https://www.hm.com/en_us/productpage.1267605001.html
5-pack Regular Fit T-shirts,$ 39.99,"Cream/light gray/forest green, White/beige/gray, Black, White, Light blue/gray/brown, Pink/Light blue/Brown",https://www.hm.com/en_us/productpage.1216851008.html
Regular Fit Easy-iron Shirt,$ 24.99,"White, Light blue, Black, Navy blue",https://www.hm.com/en_us/productpage.1243933001.html
Loose-fit Denim Shirt,$ 39.99,"Denim blue, White",https://www.hm.com/en_us/productpage.1265141001.html
3-pack Slim Fit Jersey Shirts,$ 34.99,"Light blue/white/black, Light beige/navy blue, White/beige/black, Blue/beige/dark green, White/gray/black, Black/gray, Black",https://www.hm.com/en_us/productpage.0578626036.html
Fairfax Baggy Jeans,$ 44.99,"Denim blue, Pale denim blue, Dark denim gray, Denim gray, Black, Pale denim blue, Dark denim gray, Dark denim blue, Dark gray, Denim blue, Dark denim blue",https://www.hm.com/en_us/productpage.1235448007.html
Regular Fit Sweatshorts,$ 29.99,"Black, Beige, Dark beige, Cream",https://www.hm.com/en_us/productpage.1232195002.html
Slim Fit Shirt,$ 34.99,"Black, White, Light blue",https://www.hm.com/en_us/productpage.1228156002.html
Regular-Fit Creased Shorts,$ 29.99,"White, Beige, Navy blue",https://www.hm.com/en_us/productpage.1261052001.html
Regular-Fit Hole-Knit Cardigan,$ 44.99,Cream,https://www.hm.com/en_us/productpage.1265019001.html
5-pack Short Boxer Briefs with Lycra®,$ 29.99,"Light blue/navy blue, Black, Navy blue, White, Gray melange, Dark red/black, Gray/black, Light blue/gray melange, Sage green/beige",https://www.hm.com/en_us/productpage.1070268021.html
Regular Fit Piqué Polo Shirt,$ 24.99,"Cream, Navy blue, Beige, Dark gray",https://www.hm.com/en_us/productpage.1254061001.html
Swim Shorts,$ 17.99,"Light blue, Navy blue, Forest green, Green, White, Light blue",https://www.hm.com/en_us/productpage.1265997003.html
Slim Fit Polo Shirt,$ 24.99,"Dark beige, White, Beige, Navy blue, White, Navy blue",https://www.hm.com/en_us/productpage.1247834006.html
Regular-Fit Sports Shirt with DryMove™,$ 9.99,"Black, Navy blue, Black/Patterned, White",https://www.hm.com/en_us/productpage.1158136001.html
Regular-Fit Linen-Blend Suit Pants,$ 54.99,"Light beige, Black",https://www.hm.com/en_us/productpage.1262259001.html
Loose Fit T-shirt,$ 9.99,"Light sage green, White, Black, Light beige, Dark beige, Yellow, Light beige, Dark gray, Pink, Dark gray, Navy blue",https://www.hm.com/en_us/productpage.0608945134.html
Oversized Fit T-shirt,$ 24.99,"White/Blur, Black/Wu-Tang Clan, Black/Metallica, White/Fender, Black/Ice Cube, Cream/Outcast, White/Skateboard!, Black/Green Day",https://www.hm.com/en_us/productpage.1159823079.html
Baggy Jeans,$ 44.99,"Gray-blue, Denim blue, Black, Pale denim blue, Denim beige, Gray, Vintage black, Light denim blue",https://www.hm.com/en_us/productpage.1235413015.html
5-pack Slim Fit V-neck T-shirts,$ 44.99,"White, White/yellow/light beige",https://www.hm.com/en_us/productpage.1264296005.html
5-pack Woven Cotton Boxer Shorts,$ 34.99,"Light blue/navy blue, Blue/checked, Blue/green/beige/white, Black, Red/gray/white, Blue/checked, Light blue/dark blue, White/striped, White/striped, Light gray/plaid, Dark blue/plaid",https://www.hm.com/en_us/productpage.0697920178.html
5-pack Slim Fit V-neck T-shirts,$ 44.99,"White/yellow/light beige, White",https://www.hm.com/en_us/productpage.1264296003.html
Loose-Fit Flannel Shirt,$ 34.99,"Beige/checked, Dark gray, Pink",https://www.hm.com/en_us/productpage.1265290002.html
Slim-Fit Suit Pants,$ 49.99,Beige,https://www.hm.com/en_us/productpage.1262070001.html
Regular Fit Chino Shorts,$ 29.99,"Navy blue, Light beige, Black",https://www.hm.com/en_us/productpage.1260544003.html
2-pack Slim Fit Ribbed Tank Tops,$ 19.99,"White, Black/white, Gray melange/black",https://www.hm.com/en_us/productpage.1216838002.html
2-pack Regular Fit Sweatpants,$ 49.99,"Black/gray melange, Gray/navy blue",https://www.hm.com/en_us/productpage.0970816009.html
Loose-Fit Sports Tank Top with DryMove™,$ 17.99,"Black/Track Club, Gray melange/Dopamine Rush",https://www.hm.com/en_us/productpage.1267605002.html
Super Baggy Jeans,$ 54.99,"Denim blue/patterned, Light gray",https://www.hm.com/en_us/productpage.1275327001.html
COOLMAX® Loose Fit T-shirt,$ 19.99,"Light beige, Black, Sage green, White, Light blue, Dark gray",https://www.hm.com/en_us/productpage.0948441030.html
5-Pack Sports Socks with DryMove™,$ 17.99,"White, Black, Navy blue/white/dark gray",https://www.hm.com/en_us/productpage.1123565001.html
Loose Fit Printed Hoodie,$ 39.99,Black/NASA,https://www.hm.com/en_us/productpage.1265531001.html
Swim Shorts,$ 17.99,"White, Navy blue, Forest green, Green, Light blue, Light blue",https://www.hm.com/en_us/productpage.1265997005.html
Regular Fit Denim Jacket,$ 44.99,"Beige, Denim blue, White",https://www.hm.com/en_us/productpage.1262246002.html
Slim-Fit Stretch Shirt,$ 29.99,"Black, Navy blue, White, Light blue",https://www.hm.com/en_us/productpage.1257590002.html
Slim-Fit Suit Pants,$ 54.99,"Beige, Navy blue",https://www.hm.com/en_us/productpage.1262111001.html
Slim Fit Cotton Twill Pants,$ 24.99,"Dark gray, White, Black, Navy blue, Light beige, Khaki green",https://www.hm.com/en_us/productpage.1074402003.html
Relaxed Fit Cargo Pants,$ 39.99,"Khaki green, Black, Light beige",https://www.hm.com/en_us/productpage.1228206002.html
Regular-Fit Lightweight Bomber Jacket,$ 39.99,"Navy blue, Black, Dark khaki green, Light beige",https://www.hm.com/en_us/productpage.1257561002.html
Regular Fit Twill Cargo Pants,$ 54.99,"Black, Beige, Dark beige",https://www.hm.com/en_us/productpage.1259389001.html
Slim-Fit Fine-Knit T-Shirt,$ 24.99,"Sage green, Black, White, Dark beige",https://www.hm.com/en_us/productpage.1251427003.html
COOLMAX® Shorts,$ 24.99,"Forest green, Black, Gray melange, Brown, Light beige",https://www.hm.com/en_us/productpage.0974629018.html
Regular-Fit Cargo Shorts,$ 34.99,"Black, Beige, Dark gray, Khaki green",https://www.hm.com/en_us/productpage.1273190001.html
Slim-Fit Ribbed T-Shirt,$ 19.99,"Black, White, Dark beige, Light beige",https://www.hm.com/en_us/productpage.1265084002.html
Regular Fit Twill Cargo Pants,$ 54.99,"Beige, Black, Dark beige",https://www.hm.com/en_us/productpage.1259389003.html
Slim-Fit Linen Jacket,$ 99.00,"Navy blue, Dark beige, Light beige, Sage green",https://www.hm.com/en_us/productpage.1258906002.html
5-pack Short Boxer Briefs with Lycra®,$ 29.99,"Navy blue, Black, Light blue/navy blue, White, Gray melange, Dark red/black, Gray/black, Light blue/gray melange, Sage green/beige",https://www.hm.com/en_us/productpage.1070268020.html
Slim Fit Polo Shirt,$ 24.99,"White, Dark beige, Beige, Navy blue, White, Navy blue",https://www.hm.com/en_us/productpage.1247834005.html
Loose-Fit Flannel Shirt,$ 34.99,"Dark gray, Beige/checked, Pink",https://www.hm.com/en_us/productpage.1265290001.html
Regular Fit Suit Pants,$ 54.99,"Dark beige melange, Light beige",https://www.hm.com/en_us/productpage.1262097002.html
Regular Fit Fine-Knit Polo Shirt,$ 34.99,"Dark beige, Black",https://www.hm.com/en_us/productpage.1257187002.html
Loose-Fit Sleeveless Sports Hoodie with DryMove™,$ 34.99,"Gray melange/Dopamine Rush, Black/Dopamine Rush",https://www.hm.com/en_us/productpage.1267597002.html
Regular Fit Suit Pants,$ 34.99,"Beige, White, Dark gray, Dark gray/pinstriped",https://www.hm.com/en_us/productpage.1232125005.html
Relaxed Fit Jeans,$ 39.99,"Beige, Black, Dark denim gray",https://www.hm.com/en_us/productpage.1260176001.html
Regular Fit Jacket,$ 69.99,"Dark beige, Black",https://www.hm.com/en_us/productpage.1259571003.html
2-Pack Sports Shorts with DryMove™,$ 29.99,"Black, Dark gray/black",https://www.hm.com/en_us/productpage.1200113001.html
Slim-Fit Ribbed T-Shirt,$ 19.99,"White, Black, Dark beige, Light beige",https://www.hm.com/en_us/productpage.1265084001.html
Loose Fit Printed Hoodie,$ 34.99,"White/Cascade Lake, Forest green, Black/printed motif, Cream/Inner Sanctum, Brown/Wellbeing, Cream/Honest Carl's, Black/FreeAdmission, Light beige/printed motif, Forest green/Ramen, Black/Mysticism, Green/Never Stay Down, Dark brown",https://www.hm.com/en_us/productpage.1122659062.html
5-Pack Sports Socks with DryMove™,$ 17.99,"Black/Active, White/striped",https://www.hm.com/en_us/productpage.1228219004.html
Slim-Fit Suit Vest,$ 34.99,"Navy blue, Black",https://www.hm.com/en_us/productpage.1255443002.html
7-pack Ankle Socks,$ 12.99,"Light gray melange, Black, White, Navy blue/dark gray melange",https://www.hm.com/en_us/productpage.1145712012.html
Regular Fit Hoodie,$ 34.99,"Light beige/Garfield, Black/Back to the Future, Black/Keith Haring, Black/Daft Punk, White/Felix the Cat",https://www.hm.com/en_us/productpage.0846933166.html
COOLMAX® Loose Fit T-shirt,$ 19.99,"Light blue, Black, Sage green, White, Light beige, Dark gray",https://www.hm.com/en_us/productpage.0948441032.html
Regular-Fit Sports Tank Top with DryMove™,$ 9.99,"Black, Black, White",https://www.hm.com/en_us/productpage.1198604030.html
Loose Straight High Jeans,$ 44.99,"Denim blue, Light gray",https://www.hm.com/en_us/productpage.1275323001.html
Regular-Fit Linen-Blend Overshirt,$ 44.99,"Black, Cream",https://www.hm.com/en_us/productpage.1265552001.html
Slim-Fit Tailored Pants,$ 34.99,"Gray, Beige, Black, Navy blue, Dark gray, Beige",https://www.hm.com/en_us/productpage.1253395002.html
Regular-Fit Crease-Leg Chinos,$ 44.99,"Black, Beige, White",https://www.hm.com/en_us/productpage.1259393001.html
Loose Cargo Jeans,$ 54.99,"Cream, Light beige, Denim black",https://www.hm.com/en_us/productpage.1259383004.html
Slim Fit Twill Joggers,$ 34.99,"Dark beige, Black, Cream, Khaki green",https://www.hm.com/en_us/productpage.1209970008.html
Regular Fit Rib-Knit T-shirt,$ 34.99,"Cream, Black, Navy blue, White",https://www.hm.com/en_us/productpage.1238965003.html
Regular Fit Linen-blend Resort Shirt,$ 29.99,"Beige/striped, Light blue/white striped, Green/striped",https://www.hm.com/en_us/productpage.1218666003.html
Relaxed-Fit Poplin Pants,$ 39.99,"Navy blue, Light beige",https://www.hm.com/en_us/productpage.1259394002.html
Regular-Fit Sports Shirt with DryMove™,$ 9.99,"Black/Patterned, Navy blue, Black, White",https://www.hm.com/en_us/productpage.1158136034.html
Loose-Fit Boxy T-Shirt,$ 24.99,"White, Black, Dark brown, Apricot pink",https://www.hm.com/en_us/productpage.1291560005.html
Slim-Fit Lyocell Tank Top with Lycra®,$ 19.99,Black,https://www.hm.com/en_us/productpage.1270282001.html
Regular Fit Hole-Knit T-Shirt,$ 29.99,"Black, Light blue, Dark gray, White",https://www.hm.com/en_us/productpage.1265991002.html
Regular-Fit Linen-Blend Overshirt,$ 44.99,"Cream, Black",https://www.hm.com/en_us/productpage.1265552002.html
Oversized Fit T-Shirt,$ 29.99,"White, Vintage black, Pink, Gray melange, Red, Black, Cream",https://www.hm.com/en_us/productpage.1272340001.html
2-pack Loose Fit Sweatshirts,$ 34.99,"Light gray melange/black, Beige/forest green",https://www.hm.com/en_us/productpage.0999882001.html
Oversized Fit T-shirt,$ 24.99,"White/Skateboard!, Black/Wu-Tang Clan, Black/Metallica, White/Fender, Black/Ice Cube, Cream/Outcast, White/Blur, Black/Green Day",https://www.hm.com/en_us/productpage.1159823080.html
Oversized Fit T-Shirt,$ 29.99,"Red, Vintage black, Pink, Gray melange, White, Black, Cream",https://www.hm.com/en_us/productpage.1272340005.html
Regular Fit Suit Pants,$ 34.99,"Gray melange, Black, Dark gray, Beige melange",https://www.hm.com/en_us/productpage.1259368002.html
Loose-Fit Washed T-Shirt,$ 24.99,Dark beige/N.Y.C.,https://www.hm.com/en_us/productpage.1261706002.html
5-Pack Sports Socks with DryMove™,$ 14.99,White,https://www.hm.com/en_us/productpage.1228767001.html
Short Sports Shorts,$ 14.99,"Dark gray, Black, Khaki beige, Dark gray",https://www.hm.com/en_us/productpage.0995634031.html
2-Pack Low-Rise Short Boxer Briefs with Lycra®,$ 24.99,"Beige, Black",https://www.hm.com/en_us/productpage.1270279001.html
Loose Fit Printed T-shirt,$ 17.99,"White/New York, Cream/It Might Get Loud, White/Gentlemen Syndrome, White/George's Gas, Black/I Don't Work Here, Black/Fortuna",https://www.hm.com/en_us/productpage.1034065157.html
5-pack Mid-Length Boxer Briefs with Lycra®,$ 29.99,"Light blue/navy blue, Black, Navy blue, White, Dark red/black, Gray melange, Gray/black, Light blue/gray melange, Sage green/gray melange",https://www.hm.com/en_us/productpage.1070271025.html
Relaxed-Fit Poplin Pants,$ 39.99,"Light beige, Navy blue",https://www.hm.com/en_us/productpage.1259394001.html
Jersey Pajama T-Shirt and Shorts,$ 28.99,"Light gray melange, Black, Dark blue",https://www.hm.com/en_us/productpage.1267664001.html
Oversized Fit Printed Hoodie,$ 44.99,"Black/Nirvana, Light beige/Grateful Dead, Black/The Cure, Light beige/Ice Cube, Black/Pulp Fiction, Black/Guns N' Roses, Black/The Notorious B.I.G.",https://www.hm.com/en_us/productpage.1117750021.html
Regular Fit Double-Breasted Jacket,$ 99.00,"Dark beige melange, Light beige",https://www.hm.com/en_us/productpage.1262096002.html
Long Sports Cargo Shorts,$ 34.99,"Black, Light gray melange, Khaki green",https://www.hm.com/en_us/productpage.1211099001.html
Relaxed-Fit Lyocell Pants,$ 24.99,"Navy blue, Beige",https://www.hm.com/en_us/productpage.1274582002.html
Regular Fit Tank Top,$ 8.99,"White, Green",https://www.hm.com/en_us/productpage.0570033002.html
Regular-Fit Sports Tank Top with DryMove™,$ 17.99,"Black, White, Cerise/Dopamine Rush, Brown",https://www.hm.com/en_us/productpage.1256874002.html
Loose Straight High Jeans,$ 39.99,"Light denim gray, Blue-gray, Black",https://www.hm.com/en_us/productpage.1280921001.html
Relaxed-Fit Cargo Shorts,$ 34.99,"Cream, Black, Pistachio green",https://www.hm.com/en_us/productpage.1260813003.html
Loose Cargo Jeans,$ 44.99,"Beige, Black, Light denim blue, Pale denim gray",https://www.hm.com/en_us/productpage.1263547004.html
Regular Fit Canvas Overshirt,$ 44.99,Pistachio green,https://www.hm.com/en_us/productpage.1265593001.html
2-pack Loose Fit Sweatshirts,$ 34.99,"Beige/forest green, Light gray melange/black",https://www.hm.com/en_us/productpage.0999882019.html
Regular Fit Felted Overshirt,$ 29.99,"Dark beige, Beige, Dark gray, Navy blue, Black, Light taupe, Gray",https://www.hm.com/en_us/productpage.1227148009.html
Slim Fit Shirt,$ 24.99,"Black, Navy blue, Light blue, White",https://www.hm.com/en_us/productpage.0841808002.html
Pajama Shorts,$ 24.99,"Navy blue, Light gray melange",https://www.hm.com/en_us/productpage.1282895001.html
Oversized-Fit T-Shirt,$ 24.99,Black/ombre,https://www.hm.com/en_us/productpage.1262357001.html
Slim Fit Pima Cotton T-shirt,$ 17.99,"Navy blue, Black, White, Gray melange, Light gray melange, Beige, Dark khaki green",https://www.hm.com/en_us/productpage.1101074033.html
Jersey Pajama T-Shirt and Shorts,$ 28.99,"Black, Light gray melange, Dark blue",https://www.hm.com/en_us/productpage.1267664003.html
Relaxed Fit Twill bermuda shorts,$ 39.99,"Black, Cream",https://www.hm.com/en_us/productpage.1265989002.html
5-Pack Sports Socks with DryMove™,$ 12.99,"Black, White",https://www.hm.com/en_us/productpage.1160627001.html
Patterned Swim Shorts,$ 24.99,"Green/striped, Navy blue/striped",https://www.hm.com/en_us/productpage.1275248003.html
2-pack Slim Fit Ribbed Tank Tops,$ 19.99,"Gray melange/black, Black/white, White",https://www.hm.com/en_us/productpage.1216838004.html
Regular-Fit Sports Shirt with DryMove™,$ 17.99,"Black, Dark gray",https://www.hm.com/en_us/productpage.1256521001.html
Slim Fit Polo Shirt,$ 24.99,"Beige, Dark beige, White, Navy blue, White, Navy blue",https://www.hm.com/en_us/productpage.1247834004.html
Bootcut Regular High Jeans,$ 39.99,"Dark gray, Denim blue",https://www.hm.com/en_us/productpage.1261441001.html
Oversized Fit T-shirt,$ 24.99,"Black/Green Day, Black/Wu-Tang Clan, Black/Metallica, White/Fender, Black/Ice Cube, Cream/Outcast, White/Blur, White/Skateboard!",https://www.hm.com/en_us/productpage.1159823049.html
Slim-Fit Linen Jacket,$ 99.00,"Light beige, Dark beige, Navy blue, Sage green",https://www.hm.com/en_us/productpage.1258906001.html
Slim Fit Cargo Pants,$ 39.99,"Black, Dark gray",https://www.hm.com/en_us/productpage.1242238001.html
5-pack Short Boxer Briefs with Lycra®,$ 29.99,"White, Black, Light blue/navy blue, Navy blue, Gray melange, Dark red/black, Gray/black, Light blue/gray melange, Sage green/beige",https://www.hm.com/en_us/productpage.1070268002.html
Loose Fit Printed Hoodie,$ 34.99,"Forest green, White/Cascade Lake, Black/printed motif, Cream/Inner Sanctum, Brown/Wellbeing, Cream/Honest Carl's, Black/FreeAdmission, Light beige/printed motif, Forest green/Ramen, Black/Mysticism, Green/Never Stay Down, Dark brown",https://www.hm.com/en_us/productpage.1122659063.html
Loose Fit Sweatshirt,$ 34.99,"Black/Formula 1, Light beige/Keith Haring, Black/Nirvana, Black/MTV, Black/Vincent van Gogh, Black/Wu-Tang Clan, Cream/Keith Haring, White/South Park, Black/Scarface",https://www.hm.com/en_us/productpage.1117747042.html
COOLMAX® Slim Fit T-shirt,$ 17.99,"Black, White, Light beige, Dark gray, Green, Beige",https://www.hm.com/en_us/productpage.0948439003.html
Pajama Shorts,$ 24.99,"Light gray melange, Navy blue",https://www.hm.com/en_us/productpage.1282895002.html
Regular-Fit Rib-Knit Tank Top,$ 24.99,"Dark beige, Cream",https://www.hm.com/en_us/productpage.1265014002.html
COOLMAX® Slim Fit T-shirt,$ 17.99,"White, Black, Light beige, Dark gray, Green, Beige",https://www.hm.com/en_us/productpage.0948439004.html
Loose Cargo Jeans,$ 54.99,"Light beige, Cream, Denim black",https://www.hm.com/en_us/productpage.1259383002.html
Regular-Fit Linen Shorts,$ 39.99,"Black, Light beige, Dark beige",https://www.hm.com/en_us/productpage.1256419002.html
Regular-Fit Shirt,$ 39.99,"Light brown, Taupe",https://www.hm.com/en_us/productpage.1267262001.html
2-Pack Low-Rise Short Boxer Briefs with Lycra®,$ 24.99,"Black, Beige",https://www.hm.com/en_us/productpage.1270279002.html
Loose Fit Sweatshirt,$ 34.99,"Light beige/Keith Haring, Black/Formula 1, Black/Nirvana, Black/MTV, Black/Vincent van Gogh, Black/Wu-Tang Clan, Cream/Keith Haring, White/South Park, Black/Scarface",https://www.hm.com/en_us/productpage.1117747048.html
Muscle-Fit Sports Shirt with DryMove™,$ 24.99,"Black, Dark blue",https://www.hm.com/en_us/productpage.1229420001.html
Loose-Fit Sports Hoodie with DryMove™,$ 44.99,"Black, Navy blue, Black/Natural Power, Black/Dopamine, Dark green, Navy blue",https://www.hm.com/en_us/productpage.1158129001.html
Regular-Fit Pointelle-Knit Sweater,$ 44.99,"Cream, Black",https://www.hm.com/en_us/productpage.1262925001.html
Slim-Fit Linen Suit Pants,$ 49.99,"Navy blue, Dark beige, Light beige",https://www.hm.com/en_us/productpage.1258907002.html
Regular-Fit Canvas Shorts,$ 24.99,"Light beige, Sage green, Black",https://www.hm.com/en_us/productpage.1260536002.html
Loose Fit Hoodie,$ 24.99,"Forest green, Black, Dark taupe, Navy blue, Light gray melange, Light beige, Brown, Pink, White, Green, Dark brown, Burgundy, Light beige, Pistachio green, Black",https://www.hm.com/en_us/productpage.0970819091.html
Loose Straight High Jeans,$ 39.99,"Black, Blue-gray, Light denim gray",https://www.hm.com/en_us/productpage.1280921002.html
COOLMAX® Slim Fit T-shirt,$ 17.99,"Light beige, Black, White, Dark gray, Green, Beige",https://www.hm.com/en_us/productpage.0948439020.html
COOLMAX® Slim Fit T-shirt,$ 17.99,"Dark gray, Black, White, Light beige, Green, Beige",https://www.hm.com/en_us/productpage.0948439021.html
Patterned Baggy Jeans,$ 54.99,"Denim blue/patterned, White",https://www.hm.com/en_us/productpage.1275326002.html
Loose Fit Printed hoodie,$ 34.99,"Black/Five Boroughs, Beige, Cream, Khaki green/Five Boroughs",https://www.hm.com/en_us/productpage.1261663001.html
Slim Fit Fine-Knit Turtleneck Sweater,$ 29.99,"White, Black, Navy blue",https://www.hm.com/en_us/productpage.1232261003.html
Regular Fit Linen-blend Resort Shirt,$ 29.99,"Light blue/white striped, Beige/striped, Green/striped",https://www.hm.com/en_us/productpage.1218666002.html
Regular Fit Twill Shirt,$ 24.99,"Dark gray, Black, Beige, White, Navy blue",https://www.hm.com/en_us/productpage.1231406001.html
